DateID;LabID;OthLabID;Problems;CRA;Error;DC13;Material;Species;SiteID;SiteName;SiteContext;SiteType;Country;Longitude;Latitude;LocQual;Source;Comments
1;A-11802;NA;NA;8625;85;-23;NA;NA;22;Ain Abu Nukhayla;"Level 9; locus 2";settlement;JO;35,4053;29.5619;A;"Henry et al.  2002; Flohr et al. 2016";NA
2;A-11803;NA;NA;8465;120;-24,1;wood;NA;22;Ain Abu Nukhayla;"locus 5, level 12; Level 12; locus 5";settlement;JO;35.4053;29.5619;A;"Henry et al. 2003; Benz 2014; CalPal; Flohr et al. 2016";NA
3;A-11804;NA;NA;8565;55;-24,3;wood;NA;22;Ain Abu Nukhayla;"locus 20, level 7; Level 7; locus 20";settlement;JO;35.4053;29.5619;A;"Henry et al. 2003; Benz 2014; CalPal; Flohr et al. 2016";NA
4;A-11805;NA;NA;8370;80;-24,4;wood;NA;22;Ain Abu Nukhayla;"locus 20, level 10/11; Level 10/11; locus 20";settlement;JO;35.4053;29.5619;A;"Henry et al. 2003; Benz 2014; Flohr et al. 2016";NA
5;A-11806;NA;NA;8610;95;-25,4;wood;NA;22;Ain Abu Nukhayla;"locus 22, level 15; Level 15; locus 22";settlement;JO;35.4053;29.5619;A;"Henry et al. 2003; Benz 2014; Flohr et al. 2016";NA
6;A-11807;NA;NA;8410;80;-25,6;wood;NA;22;Ain Abu Nukhayla;"locus 25, level 13; Level 13; locus 25";settlement;JO;35.4053;29.5619;A;"Henry et al. 2003; Benz 2014; Flohr et al. 2016";NA
7;A-12281;NA;NA;4830;185;-22,2;charcoal;NA;22;Ain Abu Nukhayla;NA;settlement;JO;35.4053;29.5619;A;"Henry et al. 2002; CalPal";NA
8;A-25314;NA;NA;2705;35;NA;charcoal;NA;1489;Khirbat en-Nahas;"L,74-B.1659; copper industrial waste; Stratum: A-2B";settlement;JO;35.4361;30.6805;A;"van Der Plicht et al. 2009; Hinz et al. 2012: http://radon-b.ufg.uni-kiel.de/samples/7537";NA
9;AA-100554;NA;NA;1524;38;NA;seed;Triticum;303285;Dhiban;NA;settlement;JO;35,776577;31.501779;A;Farahani 2018;NA
10;AA-100557;NA;NA;1918;45;NA;seed;Hordeum;303285;Dhiban;NA;settlement;JO;35,776577;31.501779;A;Farahani 2018;NA
11;AA-100558;NA;NA;1963;39;NA;seed;Triticum;303285;Dhiban;NA;settlement;JO;35,776577;31.501779;A;Farahani 2018;NA
12;AA-100559;NA;NA;2837;41;NA;seed;Hordeum;303285;Dhiban;NA;settlement;JO;35,776577;31.501779;A;Farahani 2018;NA
13;AA-100674;NA;NA;9650;60;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 551, Feature 332, Building 18,  h=9,01 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
14;AA-100684;NA;NA;8820;50;NA;dung;NA;2948;Aşıklı Höyük;phase 3/4, Trench 4GH, Unit 249, Feature nd, h=8,52 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
15;AA-100687;NA;NA;9050;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 4, Trench 4GH, Unit 227, Feature 73, h=11,46 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
16;AA-100690;NA;NA;8960;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 4, Trench 4GH, Unit 255, Feature 84, Building 1, h=10,73 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
17;AA-101119;NA;NA;2513;35;NA;charcoal;NA;303318;Tsaghkahovit;fill, Locus 31;settlement;AM;44,223056;40.636111;A;"AraGATS database; Manning et al. 2018";NA
18;AA-101168;NA;NA;9120;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 4, Trench 4GH, Unit 251, Feature nd, h=11,69 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
19;AA-101170;NA;NA;9600;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 4GH, Unit 584, Feature nd, h=11,67 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
20;AA-101172;NA;NA;8900;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 584, Feature nd, h=10,31 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
21;AA-101173;NA;NA;8870;50;NA;dung;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 584, Feature nd, h=10,31 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
22;AA-101176;NA;NA;8900;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 598, Feature nd, h=10,31 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
23;AA-101177;NA;NA;9010;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 598, Feature nd, h=10,14 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
24;AA-101178;NA;NA;8710;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 587, Feature 372, Building 18, h=9,91 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
25;AA-101180;NA;NA;8860;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 2/3, Trench 2J, Unit 570, Feature 331,  Building 17, h=8,49 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
26;AA-101181;NA;NA;8720;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 585, Feature 366, Building 20, h=10,80  m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
27;AA-101182;NA;NA;8830;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 570, Feature 371,  h=8,84 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
28;AA-101183;NA;NA;8790;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 3, Trench 2J, Unit 550, Feature 331, h=8,84 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
29;AA-101220;NA;NA;2539;46;NA;charcoal;NA;303285;Dhiban;NA;settlement;JO;35,776577;31.501779;A;Farahani 2018;NA
30;AA-101221;NA;NA;2485;40;NA;charcoal;NA;303285;Dhiban;NA;settlement;JO;35,776577;31.501779;A;Farahani 2018;NA
31;AA-10168;NA;NA;4900;50;NA;seeds;NA;1068;Abu Salabikh;surface;settlement;IQ;45,083333;32.266667;A;Wright and Rupley 2001;NA
32;AA-101860;NA;NA;8870;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 4, Trench 4GH, Unit 157, Feature 53, Building 6, h=12,39 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
33;AA-101862;NA;NA;9020;50;NA;charcoal;NA;2948;Aşıklı Höyük;phase 4, Trench 4GH, Unit 227, Feature 73, h=11,46 m;settlement;TR;34.2298;38.3492;A;Brami and Zanotti 2015;NA
34;AA-1023;V-1905;NA;5810;220;NA;charcoal;NA;18825;J202;"hearth; Hearth";settlement;JO;35,3;29.8;E;"Henry 1995; Flohr et al. 2016";NA
35;AA-102548;NA;NA;7288;52;NA;charcoal;Chenopodiaceae;303496;Wadi Fidan 61;Locus 044, Basket 30138, Structure 1 hearth;settlement;JO;35,379369;30.669906;A;Burton et al. 2021;NA
36;AA-102549;NA;NA;7517;66;NA;charcoal;Pistacia;303496;Wadi Fidan 61;Locus 054, Basket 30185, Ash lens in Structure 2 section;settlement;JO;35,379369;30.669906;A;Burton et al. 2021;NA
37;AA-102550;NA;NA;7722;54;NA;charcoal;Tamarix;303496;Wadi Fidan 61;Locus 066, Basket 30282, Structure 2 hearth;settlement;JO;35,379369;30.669906;A;Burton et al. 2021;NA
38;AA-102551;NA;NA;6881;51;NA;charcoal;Acacia;303496;Wadi Fidan 61;Locus 076, Basket 30293, Pit5;settlement;JO;35,379369;30.669906;A;Burton et al. 2021;NA
39;AA-102552;NA;NA;7671;56;NA;charcoal;Tamarix;303496;Wadi Fidan 61;Locus 084, Basket 30325, Structure 2 hearth;settlement;JO;35,379369;30.669906;A;Burton et al. 2021;NA
40;AA-102805;NA;NA;3320;110;NA;wood;NA;303320;Gegharot Kurgans;Kurgan 2;cemetery;AM;44,231196;40.697765;A;"AraGATS database; Manning et al. 2018";NA
41;AA-102806;NA;NA;4337;43;NA;charcoal;NA;303319;Gegharot;subsurface deposit, locus 67;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
42;AA-102807;NA;NA;4434;43;NA;charcoal;NA;303319;Gegharot;subsurface deposit, locus 66;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
43;AA-102808;NA;NA;4359;51;NA;charcoal;NA;303319;Gegharot;Locus 65;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
44;AA-102809;NA;NA;4389;43;NA;charcoal;NA;303319;Gegharot;subsurface deposit, locus 63;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
45;AA-102811;NA;NA;3049;41;NA;charcoal;NA;303319;Gegharot;A deposit of silty sand;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
46;AA-10495;NA;NA;7255;60;NA;charcoal;NA;46;Kissonerga Mosphilia;NA;settlement;CY;32,39;34.84;B;Manning 2013;NA
47;AA-10496;NA;NA;4285;60;NA;seed;Lens;46;Kissonerga Mosphilia;period 3A?;settlement;CY;32,39;34.84;B;Manning 2013;NA
48;AA-104969;NA;NA;3898;65;NA;bone;Ovis/Capra;19353;Titriş Höyük;NA;settlement;TR;38,6761;37.4762;A;Schneider 2015;NA
49;AA-10497;NA;NA;4605;55;NA;seed;Vitis vinifera;46;Kissonerga Mosphilia;Period 3A;settlement;CY;32,39;34.84;B;Manning 2013;NA
50;AA-104970;NA;NA;4224;44;NA;bone;Ovis/Capra;19353;Titriş Höyük;NA;settlement;TR;38,6761;37.4762;A;Schneider 2015;NA
51;AA-104971;NA;NA;4081;53;NA;bone;Ovis/Capra;19353;Titriş Höyük;NA;settlement;TR;38,6761;37.4762;A;Schneider 2015;NA
52;AA-104972;NA;NA;4141;44;NA;bone;Ovis/Capra;19353;Titriş Höyük;NA;settlement;TR;38,6761;37.4762;A;Schneider 2015;NA
53;AA-104973;NA;NA;3874;42;NA;bone;Homo sapiens;19353;Titriş Höyük;NA;settlement;TR;38,6761;37.4762;A;Schneider 2015;NA
54;AA-104974;NA;NA;3850;42;NA;bone;Homo sapiens;19353;Titriş Höyük;NA;settlement;TR;38,6761;37.4762;A;Schneider 2015;NA
55;AA-105115;NA;NA;2776;31;NA;charcoal;NA;303321;Aragatsi Berd;Locus 17;settlement;AM;44,285983;40.695405;A;"AraGATS database; Manning et al. 2018";NA
56;AA-105116;NA;NA;4132;46;NA;charcoal;NA;303321;Aragatsi Berd;floor, Locus 29;settlement;AM;44,285983;40.695405;A;"AraGATS database; Manning et al. 2018";NA
57;AA-105117;NA;NA;2949;34;NA;charcoal;NA;303321;Aragatsi Berd;fill, Locus 46;settlement;AM;44,285983;40.695405;A;"AraGATS database; Manning et al. 2018";NA
58;AA-105119;NA;NA;3083;32;NA;charcoal;NA;303321;Aragatsi Berd;floor, Locus 52;settlement;AM;44,285983;40.695405;A;"AraGATS database; Manning et al. 2018";NA
59;AA-105120;NA;NA;3050;38;NA;charcoal;NA;303321;Aragatsi Berd;Locus 59;settlement;AM;44,285983;40.695405;A;"AraGATS database; Manning et al. 2018";NA
60;AA-105121;NA;NA;4389;28;NA;charcoal;NA;303319;Gegharot;Locus 88;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
61;AA-105123;NA;NA;2895;39;NA;charcoal;NA;303319;Gegharot;Locus 7;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
62;AA-105124;NA;NA;3069;39;NA;charcoal;NA;303320;Gegharot Kurgans;Kurgan 3;cemetery;AM;44,231196;40.697765;A;"AraGATS database; Manning et al. 2018";NA
63;AA-105127;NA;NA;2884;39;NA;bone;Homo sapiens;303319;Gegharot;burial, Locus 27;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
64;AA-105128;NA;NA;4397;37;NA;charcoal;NA;303319;Gegharot;Locus 28;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
65;AA-105129;NA;NA;4363;33;NA;charcoal;NA;303319;Gegharot;Locus 96;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
66;AA-105130;NA;NA;4416;33;NA;charcoal;NA;303319;Gegharot;Locus 81;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
67;AA-105137;NA;NA;3223;67;NA;charcoal;NA;303320;Gegharot Kurgans;Kurgan 3;cemetery;AM;44,231196;40.697765;A;"AraGATS database; Manning et al. 2018";NA
68;AA-105138;NA;NA;3098;47;NA;charcoal;NA;303320;Gegharot Kurgans;Kurgan 3;cemetery;AM;44,231196;40.697765;A;"AraGATS database; Manning et al. 2018";NA
69;AA-105845;NA;NA;2251;32;NA;charcoal;Angiosperm;303351;Zumi II;Inside surface-collected slag;smelting site;GE;42,150488;42.603004;A;Erb-Satullo et al. 2018;NA
70;AA-105846;NA;NA;2349;32;NA;charcoal;Angiosperm;303350;Jumiti I;Inside surface-collected slag;smelting site;GE;42,131149;42.55461;A;Erb-Satullo et al. 2018;NA
71;AA-105847;NA;NA;2827;32;NA;charcoal;Angiosperm;303337;8;Inside surface-collected slag;smelting site;GE;42,129314;41.962949;A;Erb-Satullo et al. 2018;NA
72;AA-105848;NA;NA;2927;34;NA;charcoal;Angiosperm;303341;29;Inside surface-collected slag;smelting site;GE;42,129142;41.978732;A;Erb-Satullo et al. 2018;NA
73;AA-105849;NA;NA;2825;32;NA;charcoal;Angiosperm;303343;41;2002;smelting site;GE;42,172789;41.980084;A;Erb-Satullo et al. 2018;NA
74;AA-106098;NA;NA;7760;30;NA;bone;animal;11606;Uğurlu Höyük;Phase VI;settlement;TR;25,7084;40.1238;A;Atici et al. 2017;NA
75;AA-106099;NA;NA;7690;40;NA;bone;animal;11606;Uğurlu Höyük;Phase VI;settlement;TR;25,7084;40.1238;A;Atici et al. 2017;NA
76;AA-106100;NA;NA;6960;40;NA;bone;animal;11606;Uğurlu Höyük;Phase V;settlement;TR;25,7084;40.1238;A;Atici et al. 2017;NA
77;AA-106397;NA;NA;2819;36;NA;charcoal;Angiosperm;303335;3;1002;smelting site;GE;42,136644;41.976233;A;Erb-Satullo et al. 2018;NA
78;AA-106398;NA;NA;2835;24;NA;charcoal;Castanea sativa;303345;46;1004;smelting site;GE;42,1526;41.972269;A;Erb-Satullo et al. 2018;NA
79;AA-106399;NA;NA;2788;35;NA;charcoal;Angiosperm;303339;27;Encased in slag;smelting site;GE;42,150813;41.977746;A;Erb-Satullo et al. 2018;NA
80;AA-106400;NA;NA;2900;74;NA;charcoal;Angiosperm;303344;43;1003;smelting site;GE;42,170713;41.985557;A;Erb-Satullo et al. 2018;NA
81;AA-106401;NA;NA;2875;36;NA;charcoal;Angiosperm;303344;43;1001;smelting site;GE;42,170713;41.985557;A;Erb-Satullo et al. 2018;NA
82;AA-106402;NA;NA;2772;27;NA;charcoal;Angiosperm;303340;28;1003;smelting site;GE;42,152184;41.978537;A;Erb-Satullo et al. 2018;NA
83;AA-106403;NA;NA;2790;37;NA;charcoal;Angiosperm;303340;28;1003;smelting site;GE;42,152184;41.978537;A;Erb-Satullo et al. 2018;NA
84;AA-106404;NA;NA;2920;36;NA;charcoal;Angiosperm;303342;38;1002;smelting site;GE;42,144949;41.987094;A;Erb-Satullo et al. 2018;NA
85;AA-106405;NA;NA;2843;23;NA;charcoal;Castanea sativa;303345;46;3003;smelting site;GE;42,1526;41.972269;A;Erb-Satullo et al. 2018;NA
86;AA-106406;NA;NA;2836;40;NA;charcoal;Angiosperm;303335;3;1002;smelting site;GE;42,136644;41.976233;A;Erb-Satullo et al. 2018;NA
87;AA-106845;NA;NA;3252;32;NA;charcoal;NA;303323;Aparani Berd;floor, Locus 16;settlement;AM;44,346545;40.596077;A;"AraGATS database; Manning et al. 2018";NA
88;AA-106846;NA;NA;3301;28;NA;charcoal;NA;303323;Aparani Berd;fill, Locus 21;settlement;AM;44,346545;40.596077;A;"AraGATS database; Manning et al. 2018";NA
89;AA-106848;NA;NA;3019;27;NA;charcoal;NA;303319;Gegharot;Locus 108;settlement;AM;44,224835;40.705387;A;"AraGATS database; Manning et al. 2018";NA
90;AA-106848;NA;NA;3051;28;NA;charcoal;NA;303318;Tsaghkahovit;grave fill, Locus 20;settlement;AM;44,223056;40.636111;A;"AraGATS database; Manning et al. 2018";NA
91;AA-107057;NA;NA;2465;22;NA;charcoal;Carpinus;303495;Mtsvane Gora;NA;settlement;GE;44,787393;41.282339;A;Erb-Satullo et al. 2019;NA
92;AA-107058;NA;NA;2300;27;NA;charcoal;Angiosperm;303351;Zumi II;Inside surface-collected slag;smelting site;GE;42,150488;42.603004;A;Erb-Satullo et al. 2018;NA
93;AA-107059;NA;NA;2266;40;NA;charcoal;Angiosperm;303350;Jumiti I;Inside surface-collected slag;smelting site;GE;42,131149;42.55461;A;Erb-Satullo et al. 2018;NA
94;AA-107060;NA;NA;2474;27;NA;charcoal;Carpinus;303495;Mtsvane Gora;NA;settlement;GE;44,787393;41.282339;A;Erb-Satullo et al. 2019;NA
95;AA-107227;NA;NA;3937;24;-23,8;seeds;Pisum,Hordeum vulgare,Triticum monococcum;303240;Tell Abu en-Ni'aj;Phase 6, GG.098.295;settlement;JO;35.5682;32.4336;A;Falconer and Fall 2016;NA
96;AA-107228;NA;NA;3924;25;-23,3;grain;Hordeum vulgare;303240;Tell Abu en-Ni'aj;Phase 6, C.111.548;settlement;JO;35.5682;32.4336;A;Falconer and Fall 2016;NA
97;AA-108789;NA;NA;3493;30;NA;seeds;Hordeum;303239;Tell el-Hayyat;Phase 2, A,026.013;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2017;NA
98;AA-108790;NA;NA;3475;28;NA;seeds;Hordeum;303239;Tell el-Hayyat;Phase 3, C,022.009;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2017;NA
99;AA-108791;NA;NA;3593;34;NA;seeds;Hordeum;303239;Tell el-Hayyat;Phase 6, H,073.482;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2017;NA
100;AA-108792;NA;NA;3588;28;NA;seeds;Hordeum;303239;Tell el-Hayyat;Phase 6, H,073.482;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2017;NA
101;AA-108793;NA;NA;3352;27;NA;seeds;Hordeum;303239;Tell el-Hayyat;Phase 1, L,006.079;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2017;NA
102;AA-109181;X-31274;NA;3088;20;NA;charcoal;NA;303309;Khani Masi;SRP 46, trench Y88B, locus 20/lot 30;settlement;IQ;45,26673;34.516935;A;Glatz et al. 2019;NA
103;AA-109798;NA;NA;3528;22;NA;seeds;Cerealia;368;Zahrat adh-Dhra' 1;NA;settlement;JO;35,566111;31.255;C;Fall et al. 2019;NA
104;AA-109800;NA;NA;3982;25;NA;seeds;Triticum;368;Zahrat adh-Dhra' 1;NA;settlement;JO;35,566111;31.255;C;Fall et al. 2019;NA
105;AA-109802;NA;NA;3500;24;NA;seeds;Hordeum;368;Zahrat adh-Dhra' 1;NA;settlement;JO;35,566111;31.255;C;Fall et al. 2019;NA
106;AA-110425;NA;NA;3026;25;NA;charcoal;Juniperus;303495;Mtsvane Gora;NA;settlement;GE;44,787393;41.282339;A;Erb-Satullo et al. 2019;NA
107;AA-110426;NA;NA;3017;25;NA;charcoal;Quercus;303495;Mtsvane Gora;NA;settlement;GE;44,787393;41.282339;A;Erb-Satullo et al. 2019;NA
108;AA-110725;NA;NA;3527;21;NA;seeds;Cerealia;368;Zahrat adh-Dhra' 1;NA;settlement;JO;35,566111;31.255;C;Fall et al. 2019;NA
109;AA-110727;NA;NA;3468;21;NA;seeds;Hordeum;368;Zahrat adh-Dhra' 1;NA;settlement;JO;35,566111;31.255;C;Fall et al. 2019;NA
110;AA-110922;NA;NA;3151;33;NA;charcoal;Fraxinus;303495;Mtsvane Gora;NA;settlement;GE;44,787393;41.282339;A;Erb-Satullo et al. 2019;NA
111;AA-1164;NA;NA;9100;140;NA;charcoal;Pisum;50;Ain Ghazal;"MPPNB-3;loc, 3273,036, Floor deposit; IVa; Central, 3273.036, floor deposit";settlement;JO;35.976;31.988;A;"Rollefson et al. 1992; Rollefson 1998; Maher et al. 2011; Flohr et al. 2016";NA
112;AA-1165;NA;DateConflict;7820;240;NA;charcoal;NA;50;Ain Ghazal;"loc, 4452, 105, Debris; IIa; South, 4452.105, debris layer";settlement;JO;35.976;31.988;A;"Rollefson 1998; Maher et al. 2011; Flohr et al. 2016";Problem: or 7824 +- 240  in Rollefson 1998
113;AA-1167;NA;NA;8570;180;NA;charcoal;NA;50;Ain Ghazal;"loc, 8547,014, Room fill; East 8547.014, room fill";settlement;JO;35.976;31.988;A;"Rollefson et al. 1992; Benz 2014; CalPal; Maher et al. 2011; Flohr et al. 2016";NA
114;AA-1236;NA;NA;3460;100;-30,2;seeds;Lens culinaris;303239;Tell el-Hayyat;Phase 5, F.049.288, surface;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2016;NA
115;AA-1237;NA;NA;3280;100;-26;fruitstone;Olea europaea;303239;Tell el-Hayyat;Phase 4, F,040.235, surface;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2016;NA
116;AA-1238;NA;NA;3600;60;-23,1;seeds;Lens culinaris;303239;Tell el-Hayyat;Phase 4, C.070.001, surface;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2016;NA
117;AA-1239;NA;NA;2930;80;-25,1;seeds (charred);Punica granatum;303239;Tell el-Hayyat;Phase 5, F.045.258, ash lens;settlement;JO;35.577164;32.405224;A;Falconer and Fall 2016;NA
118;AA-13035;NA;NA;6535;70;NA;nutshell;Pistacia;51;Beidha;"A1 courtyard; A1; courtyard";settlement;JO;35,4478;30.3708;A;"Byrd 2005; Benz 2014; Flohr et al. 2016";NA
119;AA-13036;NA;NA;8830;70;NA;nutshell;Pistacia;51;Beidha;"MPPNB;A1 courtyard, hearth 5,; A1; courtyard, hearth 5,";settlement;JO;35,4478;30.3708;A;"Byrd 2005; Benz 2014; CalPal; Flohr et al. 2016";NA
120;AA-13037;NA;NA;7720;130;NA;seed (charred);Leguminosae;51;Beidha;"LPPNB;Nonphased, Hearth B; Non-phased; Hearth B";settlement;JO;35,4478;30.3708;A;"Byrd 2005; Benz 2014; CalPal; Flohr et al. 2016";NA
121;AA-13038;NA;NA;8765;80;NA;seed (charred);Leguminosae;51;Beidha;"MPPNB;Nonphased, Hearth A; Non-phased; Hearth A";settlement;JO;35,4478;30.3708;A;"Byrd 2005; Benz 2014; CalPal; Flohr et al. 2016";NA
122;AA-13441;NA;NA;4644;43;NA;NA;NA;55;cave of the Sandal;NA;cave;PS;35,46;31.86;B;"Klimscha 2009; CalPal";NA
123;AA-13442;NA;NA;4995;45;-26,5;wood;Salix;56;Wadi Makkukh (cave of the Warrior);NA;cave;PS;35.42;31.9;B;Jull et al. 1998;NA
124;AA-14109;NA;NA;8646;69;NA;bone;NA;51;Beidha;"MPPNB;A1 B, 49, upper floor; A1; B49, upper floor";settlement;JO;35.4478;30.3708;A;"Byrd 2005; Benz 2014; CalPal; Flohr et al. 2016";NA
125;AA-1463;NA;NA;12910;250;NA;charcoal;NA;51;Beidha;C01 lev,4;settlement;JO;35.4478;30.3708;A;"Byrd 1994; Benz 2014; Maher et al. 2011";NA
126;AA-1464;NA;NA;12130;190;NA;charcoal;NA;51;Beidha;C01:lev, 4;settlement;JO;35.4478;30.3708;A;"Byrd 1994; Benz 2014; Maher et al. 2011";NA
127;AA-1465;NA;NA;12450;170;NA;charcoal;NA;51;Beidha;C00 lev,4;settlement;JO;35.4478;30.3708;A;"Byrd 1994; Benz 2014; Maher et al. 2011";NA
128;AA-14708A;NA;NA;3850;70;NA;seeds;NA;17540;Jerablus Tahtani;Tomb 302;settlement;SY;38,02116;36.79011;A;Peltenburg 2007;NA
129;AA-14988;NA;NA;3510;60;NA;seeds;NA;17540;Jerablus Tahtani;Tomb 302;settlement;SY;38,02116;36.79011;A;Peltenburg 2007;NA
130;AA-18104;NA;NA;8065;50;-23,5;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-A; level IV; South Area, E.IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
131;AA-18105;NA;NA;7710;100;-23,9;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-B; level IV; South Area, E.IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
132;AA-19344;NA;NA;7620;50;-22,3;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-C; level IV; South Area, E.IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
133;AA-19345;NA;NA;7626;52;-23;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-D; level IV; South Area, E,IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
134;AA-19346;NA;NA;7670;50;-23,1;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-E; level IV; South Area, E.IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
135;AA-19347;NA;NA;7998;54;-23,7;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-F; level IV; South Area, E.IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
136;AA-19348;NA;NA;7982;52;-23,2;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-G; level IV; South Area, E.IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
137;AA-19349;NA;NA;7944;65;-23;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-H; level IV; South Area, E,IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
138;AA-19350;NA;NA;7918;54;-23,2;charcoal;Juniperus;58;Çatalhöyük East;"Level IV; phase IV, BACH Area; C-TU-CTL-I; level IV; South Area, E.IV.1, post";settlement;TR;32.8257;37.6664;A;"Cessford 2005; Clare and Weninger 2014; Brami and Zanotti 2015; Reingruber and Thissen 2016; Flohr et al. 2016; TAY Project";NA
