PolID,Time,PolPop,MG
IrKhzE*,-5800,2.7623730637077,NA
IrKhzEM,-5700,3.42898697299829,NA
IrKhzEM,-5600,3.42898697299829,NA
IrKhzEM,-5500,3.42898697299829,NA
IrKhzEM,-5400,3.42898697299829,NA
IrKhzEM,-5300,3.42898697299829,NA
IrKhzEM,-5200,3.42898697299829,NA
IrKhzM*,-5100,3.12791316036181,NA
IrKhzM*,-5000,3.20187087551824,NA
IrKhzM*,-4900,3.20187087551824,NA
IrKhzM*,-4800,3.20187087551824,NA
IrKhzL*,-4700,3.39739566823005,NA
IrKhzL*,-4600,3.39739566823005,NA
IrKhzL*,-4500,3.39739566823005,NA
IrKhzL*,-4400,3.39739566823005,NA
IrSusa1,-4300,4.01619721182146,NA
IrSusa1,-4200,4.01619721182146,NA
IrSusa1,-4100,4.01619721182146,NA
IrSusa1,-4000,4.01619721182146,NA
IrSusa1,-3900,3.02195658582939,NA
IrSusa2,-3800,3.02195658582939,NA
IrSusa2,-3700,4.01339633375658,NA
IrSusa2,-3600,4.10812030688747,NA
IrSusa2,-3500,4.05288144851238,NA
IrSusa2,-3400,4.34335026482494,NA
IrSusa2,-3300,4.38867594032232,NA
IrSusa2,-3200,3.83884909073726,NA
IrSusa3,-3100,3.83884909073726,NA
IrSusa3,-3000,4.77026488971284,NA
IrSusa3,-2900,4.77026488971284,NA
IrSusa3,-2800,4.77026488971284,NA
IrSusa3,-2700,4.77026488971284,NA
IrAwanE,-2600,5.81734077727439,NA
IrAwanE,-2500,5.81734077727439,NA
IrAwanE,-2400,5.81734077727439,NA
IrAwanE,-2300,5.81734077727439,NA
IqAkkad,-2200,6.10682817454684,1
IqUrIII,-2100,5.31102373811621,NA
IrShima,-2000,6.39201267394904,NA
IrSukkE,-1900,5.61816349425061,NA
IrSukkE,-1800,6.1023359644225,NA
IrSukkL,-1700,6.41718576537745,NA
IrSukkL,-1600,5.3508984923963,NA
IrMElm1,-1500,5.76171143877738,NA
IrMElm2,-1400,6.45138114687202,NA
IrMElm2,-1300,6.25617486159973,NA
IrMElm3,-1200,6.15502200534345,NA
IrElmCP,-1100,6.15502200534345,NA
IrElmCP,-1000,6.15502200534345,NA
IrNElm1,-900,6.12303669349936,NA
IrNElm1,-800,6.12303669349936,NA
IrNElm2,-700,6.12740204718821,NA
IrNElm3,-600,6.49591921765701,NA
IrAchae,-500,7.35258451398893,1
IrAchae,-400,7.20742550391035,1
IrSeleu,-300,7.47712125471966,1
IrSeleu,-200,4.91090596427815,1
IrPart1,-100,6.73639650227664,1
IrPart1,0,7.39794000867204,1
IrElym2,100,6.46187102819836,NA
IrElym2,200,6.46187102819836,NA
IrSasn1,300,6.69897000433602,1
IrSasn1,400,6.69897000433602,1
IrSasn2,500,6.94939000664491,1
IrSasn2,600,7.34439227368511,1
SyCalUm,700,7.42138280472106,1
IqAbbs1,800,7.46997409592485,1
IqAbbs1,900,7.01105067542867,1
IrBuyid,1000,6.69578717906126,1
IrSeljq,1100,7.08278537031645,1
IqAbbs2,1200,6.5910646070265,1
IrIlkhn,1300,6.72015930340596,1
UzTimur,1400,7.69019608002851,1
IrAkKoy,1500,6.77270636264405,1
IrSafvd,1600,6.95424250943933,1
IrSafvd,1700,6.95424250943933,1
EgBadar,-4400,2.87053884024426,NA
EgBadar,-4300,2.87053884024426,NA
EgBadar,-4200,2.87053884024426,NA
EgBadar,-4100,2.87053884024426,NA
EgBadar,-4000,2.87053884024426,NA
EgBadar,-3900,2.87053884024426,NA
EgNaqa1,-3800,2.40012104019399,NA
EgNaqa1,-3700,4.25170057158904,NA
EgNaqa1,-3600,5.05354641294082,NA
EgNaqa2,-3500,4.11394335230684,NA
EgNaqa2,-3400,4.69897000433602,NA
EgNaqa3,-3300,4.69897000433602,NA
EgNaqa3,-3200,4.69897000433602,NA
EgDyn1*,-3100,5.93673838898824,NA
EgDyn1*,-3000,5.93673838898824,NA
EgDyn2*,-2900,6.03915420866838,1
EgDyn2*,-2800,6.03915420866838,1
EgDyn2*,-2700,6.03915420866838,1
EgOldK1,-2600,5.93803200387558,1
EgOldK1,-2500,5.93803200387558,1
EgOldK1,-2400,5.93803200387558,1
EgOldK2,-2300,6.17609125905568,1
EgOldK2,-2200,6.17609125905568,1
EgRegns,-2100,5.66392039933646,1
EgMidKg,-2000,6.33556457863163,1
EgMidKg,-1900,6.33556457863163,1
EgMidKg,-1800,6.33556457863163,1
EgThebH,-1700,4.77107383128218,1
EgThebH,-1600,4.77107383128218,1
EgNKThu,-1500,6.52504480703685,1
EgNKThu,-1400,6.52504480703685,1
EgNKThu,-1300,6.52504480703685,1
EgNKRam,-1200,6.41887146964105,1
EgNKRam,-1100,6.41887146964105,1
EgThebL,-1000,6.93463741919367,1
EgThebL,-900,6.49240163897049,1
EgThebL,-800,6.49240163897049,1
SdKusht,-700,6.45288032699969,1
EgSaite,-600,6.28355698848623,1
IrAchae,-500,7.35258451398893,1
EgIntOc,-400,6.46498535982717,1
EgPtol1,-300,6.84509804001426,1
EgPtol2,-200,6.60205999132796,1
EgPtol2,-100,6.60205999132796,1
ItRomPr,0,7.69897000433602,1
ItRomPr,100,7.74094284872473,1
ItRomPr,200,7.77959698930288,1
TrRomDm,300,7.72792208605444,1
TrERom*,400,7.17609125905568,1
TrERom*,500,7.30102999566398,1
TrERom*,600,7.04139268515823,1
SyCalUm,700,7.42138280472106,1
IqAbbs1,800,7.46997409592485,1
EgTulIk,900,6.81291335664286,1
TnFatim,1000,7.12048292992719,1
TnFatim,1100,6.62042661697143,1
EgAyyub,1200,6.97805822542567,1
EgMamBh,1300,6.80982098325553,1
EgMamCP,1400,6.68124123737559,1
EgMamBu,1500,6.77815125038364,1
TrOttm3,1600,7.44715803134222,1
TrOttm4,1700,7.38021124171161,1
MxTieLa,-1400,1.74761540445898,NA
MxTieLa,-1300,1.74761540445898,NA
MxTieLa,-1200,1.74761540445898,NA
MxSanGu,-1100,3.16915366305396,NA
MxSanGu,-1000,3.16915366305396,NA
MxSanGu,-900,3.16915366305396,NA
MxSanGu,-800,3.16915366305396,NA
MxRosar,-700,3.01624344920452,NA
MxRosar,-600,3.01624344920452,NA
MxAlb1E,-500,3.92746275033537,NA
MxAlb1E,-400,3.92746275033537,NA
MxAlb1L,-300,4.69897000433602,NA
MxAlb1L,-200,4.69897000433602,NA
MxAlb2*,-100,4.63138613260814,NA
MxAlb2*,0,4.63138613260814,NA
MxAlb2*,100,4.63138613260814,NA
MxAlb3A,200,4.62972582466123,NA
MxAlb3A,300,4.62972582466123,NA
MxAlb3A,400,4.62972582466123,NA
MxAlb3B,500,3.90751948777624,NA
MxAlb3B,600,3.90751948777624,NA
MxAlb3B,700,3.90751948777624,NA
MxAlb3B,800,3.90751948777624,NA
MxAlb5*,900,4.00070520334391,NA
MxAlb5*,1000,4.00070520334391,NA
MxAlb5*,1100,4.00070520334391,NA
MxAlb5*,1200,4.00070520334391,NA
MxAlb5*,1300,4.00070520334391,NA
MxAlb5*,1400,4.00070520334391,NA
MxAlb5*,1500,4.00070520334391,NA
YeHmyr2,400,5.68862771335553,1
YeHmyr2,500,5.68862771335553,1
IrSasn2,600,7.34439227368511,1
SyCalUm,700,7.42138280472106,1
YeZiyad,900,5.32875013734558,1
YeZiyad,1000,5.32875013734558,1
YeWarLd,1100,5.17146895723826,1
EgAyyub,1200,6.97805822542567,1
YeRasul,1300,7.25212082619822,1
YeRasul,1400,7.25212082619822,1
YeTahir,1500,6.83140315039133,1
TrOttm3,1600,7.44715803134222,1
YeQasmi,1700,4.43819241896541,1
YeQasmi,1800,4.43819241896541,1
