SiteName	Country	Period	PhaseCode	LabCode	C14Age	C14SD	Material	MaterialSpecies	tpq	taq	Longitude	Latitude	bib	bib_url
Tourbillon	Swiss	MN	Base of the pit	B-4865	5300	40	wood charcoal	n/d	-4309	-3992	7.365535	46.236385	Martin 2015	https://doi.org/10.1007/s00334-014-0490-y
Tourbillon	Swiss	MN	Top of the pit	B-4875	5130	80	wood charcoal	n/d	-4224	-3663	7.365535	46.236385	Martin 2015	https://doi.org/10.1007/s00334-014-0490-y
Chateau de la Soie	Swiss	MN	A 76	B-4955	5450	60	wood charcoal	n/d	-4445	-4061	7.324299	46.241567	Piguet 2011	Piguet11
Chateau de la Soie	Swiss	MN	A 76	B-4956	5470	60	wood charcoal	n/d	-4451	-4071	7.324299	46.241567	Piguet 2011	Piguet11
Abri de Chable-Croix	Swiss	EM	Layer 2	B-4978	7410	100	wood charcoal	n/d	-6439	-6072	6.910954	46.297234	Crotti & Pignat 1988	Crotti88
Pizzo di Bodio	Italy	EN	Phase 1, US 360	B-5087	5730	40	n/a	n/a	-4688	-4458	8.736806	45.80328	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Pizzo di Bodio	Italy	EN	Phase 00, US 326	B-5088	6060	50	n/a	n/a	-5206	-4799	8.736806	45.80328	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Pizzo di Bodio	Italy	EN	Phase 00, US 271	B-5090	6320	80	n/a	n/a	-5474	-5067	8.736806	45.80328	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Sion - Avenue Ritz	Swiss	MN	Hearth 12a	B-5134	5120	40	wood charcoal	n/d	-4037	-3797	7.359572	46.235841	Piguet 2011	Piguet11
Sion - Avenue Ritz	Swiss	MN	Hearth 14a	B-5135	5330	70	wood charcoal	n/d	-4331	-3991	7.359572	46.235841	Piguet 2011	Piguet11
Sion - Avenue Ritz	Swiss	MN	Structure 14	B-5136	5220	40	wood charcoal	n/d	-4227	-3957	7.359572	46.235841	Piguet 2011	Piguet11
Sion - Avenue Ritz	Swiss	MN	Hearth 25	B-5137	5380	70	wood charcoal	n/d	-4350	-4046	7.359572	46.235841	Piguet 2011	Piguet11
Sion - Avenue Ritz	Swiss	MN	n/a	B-5138	5980	40	n/a	n/a	-4991	-4731	7.359572	46.235841	Hafner12	Hafner12
Pizzo di Bodio	Italy	EN	Phase 1, US 360	B-5329	5710	90	n/a	n/a	-4776	-4357	8.736806	45.80328	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
La Gilliere	Swiss	EN	F 2017	B-6218	5620	90	wood charcoal	n/d	-4686	-4274	7.359579	46.231164	Piguet 2011	Piguet11
La Gilliere	Swiss	EN	F 203	B-6219	5520	90	wood charcoal	n/d	-4550	-4060	7.359579	46.231164	Piguet 2011	Piguet11
Tourbillon	Swiss	EN	Deepest layer	B-6258	5950	40	n/a	n/a	-4936	-4723	7.365535	46.236385	Martin 2015	https://doi.org/10.1007/s00334-014-0490-y
Tourbillon	Swiss	EN	Deepest layer	B-6259	5950	90	n/a	n/a	-5202	-4603	7.365535	46.236385	Martin 2015	https://doi.org/10.1007/s00334-014-0490-y
Petit-Chasseur	Swiss	MN	Layer 8-12	B-863	5130	230	wood charcoal	n/d	-4446	-3381	7.359579	46.231164	Piguet 2011	Piguet11
Can Xammar	Spain	EN	n/a	Beta-?	6150	40	wood charcoal	n/d	-5215	-4960	2.448568	41.539548	Morales Hidalgo et al. 2010	https://doi.org/10.1016/j.anthro.2010.07.004
Cerro de la Virtud	Spain	EN	Layer I	Beta-101424	6160	180	wood charcoal	n/d	-5478	-4695	-2.1334	37.35	Ruiz-Taboada & Montero 1999	RuizTaboada99
Cerro de la Virtud	Spain	EN	Layer II	Beta-101425	5860	70	wood charcoal	Olea sp.	-4904	-4541	-2.1334	37.35	Ruiz-Taboada & Montero 1999	RuizTaboada99
Grapceva Cave	Croatia	LN	US 1290	Beta-103481	5650	100	wood charcoal	n/d	-4721	-4330	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Grapceva Cave	Croatia	LN	US 1310	Beta-103482	5460	60	wood charcoal	n/d	-4448	-4067	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Grapceva Cave	Croatia	LN	US 1320	Beta-103483	5720	70	wood charcoal	n/d	-4721	-4369	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Grapceva Cave	Croatia	LN	US 1330	Beta-103484	5420	70	wood charcoal	n/d	-4440	-4050	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Grapceva Cave	Croatia	LN	US 1350	Beta-103485	6130	80	wood charcoal	n/d	-5298	-4845	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Grapceva Cave	Croatia	LN	US 1310	Beta-103486	5460	60	wood charcoal	n/d	-4448	-4067	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Grapceva Cave	Croatia	MN	US 1390	Beta-103487	6000	80	wood charcoal	n/d	-5207	-4707	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Grapceva Cave	Croatia	EN	US 1400	Beta-103488	7030	60	wood charcoal	n/d	-6019	-5760	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Petites Baties	France	EN	St 7192	Beta-103862	6290	50	wood charcoal	n/d	-5371	-5072	4.702349	44.298495	Binder et al. 2002	Binder02
Petites Baties	France	EN	sect. 4	Beta-103864	5870	40	wood charcoal	Quercus sp. and others	-4840	-4615	4.702349	44.298495	Binder et al. 2002	Binder02
Petites Baties	France	EN	St 3826	Beta-103867	6230	50	wood charcoal	n/d	-5311	-5045	4.702349	44.298495	Binder et al. 2002	Binder02
Petites Baties	France	EN	St 13837	Beta-103868	6270	50	wood charcoal	n/d	-5359	-5063	4.702349	44.298495	Binder et al. 2002	Binder02
Petites Baties	France	EN	sect. 4	Beta-103870	6270	50	wood charcoal	Corylus sp.	-5359	-5063	4.702349	44.298495	Binder et al. 2002	Binder02
Petites Baties	France	EN	sect. 4	Beta-103872	7240	50	wood charcoal	Quercus sp.	-6225	-6018	4.702349	44.298495	Binder et al. 2002	Binder02
Grapceva Cave	Croatia	LN	US 1262	Beta-106625	5210	40	wood charcoal	n/d	-4226	-3952	16.753065	43.133991	Forenbaher et al. 2010	https://doi.org/10.1179/009346910X12707321358955
Cova de les Cendres	Spain	EN	EVIIa	Beta-107405	6280	80	animal bone	Ovis sp.	-5471	-5031	0.152631	38.685691	Bernabeu & Molina 2011	Bernabeu11
Grotta delle Arene Candide	Italy	EN	n/a	Beta-109619	6370	50	wood charcoal	Rhamnus sp.	-5474	-5218	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Grotta delle Arene Candide	Italy	EN	VBQ1	Beta-109620	5910	50	wood charcoal	n/d	-4936	-4681	8.32828	44.162304	Binder & Maggi 2001	Binder01
Riparo di Pian del Ciliegio	Italy	MN	US 165c	Beta-10979	6000	60	wood charcoal	n/d	-5038	-4726	8.374722	44.202222	Zemour et al. 2017	https://doi.org/10.1080/00934690.2017.1317121
Grotta delle Arene Candide	Italy	MN	T3 (excavation Tine)	Beta-109801	5790	60	human bone	Homo sapiens	-4787	-4498	8.32828	44.162304	Sparacello et al. 2020	https://doi.org/10.1016/j.quaint.2019.11.034
Grotta delle Arene Candide	Italy	EN	Phase AC1, US10	Beta-110542	6830	40	plant seed	Cerealia sp.	-5793	-5633	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Cerro de la Virtud	Spain	EN	Layer III	Beta-110875	5300	120	wood charcoal	n/d	-4361	-3804	-2.1334	37.35	Ruiz-Taboada & Montero 1999	RuizTaboada99
Cerro de la Virtud	Spain	EN	Layer II	Beta-118936	5830	90	organic	n/d	-4929	-4457	-2.1334	37.35	Ruiz-Taboada & Montero 1999	RuizTaboada99
Cerro de la Virtud	Spain	EN	Layer II	Beta-118938	5830	90	wood charcoal	n/d	-4929	-4457	-2.1334	37.35	Ruiz-Taboada & Montero 1999	RuizTaboada99
Umbro	Italy	EN	210-220 cm (Base Stratum III)	Beta-122938	5790	50	wood charcoal	n/d	-4784	-4503	15.9178	37.9392	Robb 2000	Robb00
Umbro	Italy	EN	250-260 cm (Stratum V)	Beta-122939	6750	50	wood charcoal	n/d	-5732	-5564	15.9178	37.9392	Becker 2018	Becker18
Cova de Can Sadurni	Spain	EN	US 17	Beta-127898	6050	110	wood charcoal	n/d	-5292	-4712	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Cueva de Nerja	Spain	EN	Vesti�bulo 4	Beta-131577	6590	40	animal bone	Ovis aries	-5619	-5477	-3.844529	36.762871	Garcia Borja et al. 2018	GarciaBorja18
Pupicina Cave	Croatia	EN	Horizont H-I	Beta-131624	6270	120	wood charcoal	n/d	-5476	-4943	14.1642	45.3156	Forenbaher & Miracle 2006	https://doi.org/10.4312/dp.33.10
Pupicina Cave	Croatia	EN	Horizont H-I	Beta-131625	6680	100	wood charcoal	n/d	-5778	-5409	14.1642	45.3156	Forenbaher & Miracle 2006	https://doi.org/10.4312/dp.33.10
Umbro	Italy	EN	160-170 cm (Strata II/III)	Beta-135146	5930	70	wood charcoal	n/d	-4997	-4616	15.9178	37.9392	Robb 2000	Robb00
Umbro	Italy	EN	210-220 cm (Base Stratum III)	Beta-135147	6620	60	wood charcoal	n/d	-5641	-5475	15.9178	37.9392	Becker 2018	Becker18
Cingle del Mas Nou	Spain	LMEN	N1	Beta-136677	6900	70	human bone	Homo sapiens	-5975	-5661	-0.1319	40.4565	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cingle del Mas Nou	Spain	LMEN	N1	Beta-136678	6560	130	wood charcoal	n/d	-5722	-5225	-0.1319	40.4565	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
La Draga	Spain	EN	Sector B	Beta-137197	6290	70	wood charcoal	n/d	-5470	-5048	2.758536	42.126877	Bosch et al. 2011	Bosch11
La Draga	Spain	EN	Sector B	Beta-137198	6270	70	wood charcoal	n/d	-5463	-5038	2.758536	42.126877	Bosch et al. 2011	Bosch11
Balma Serrat del Pont	Spain	LM	IV.1	Beta-138589	7330	40	wood charcoal	n/d	-6333	-6072	2.605034	42.247472	Alcalde & Sana 2017	AlcaldeSana17
Cova de les Cendres	Spain	EN	EVII	Beta-142228	6340	70	plant seed	Cerealia sp.	-5476	-5082	0.152631	38.685691	Bernabeu & Molina 2011	Bernabeu11
Abric de la Falguera	Spain	EN	UE-251b	Beta-142289	6510	80	plant seed	Triticum monococcum	-5620	-5319	-0.5881	38.6662	Garcia Puchol et al. 2006	GarciaPuchol06
Su Coloru	Italy	LM	US L, cut 2	Beta-145956	7740	50	wood charcoal	n/d	-6649	-6467	8.712183	40.661832	Luglie 2018	https://doi.org/10.1016/j.quaint.2017.12.032
Su Coloru	Italy	LM	US L, cut 3	Beta-145957	7920	80	wood charcoal	n/d	-7050	-6604	8.712183	40.661832	Luglie 2018	https://doi.org/10.1016/j.quaint.2017.12.032
Cova Fosca	Spain	EN	Zi -9 a -15	Beta-148993	5820	40	wood charcoal	n/d	-4786	-4551	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -15 a -41	Beta-148994	5980	70	wood charcoal	n/d	-5045	-4710	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -34 a -48	Beta-148996	5860	70	wood charcoal	n/d	-4904	-4541	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -45 a -57	Beta-148997	5870	80	wood charcoal	n/d	-4941	-4540	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -45 a -83	Beta-148999	5980	70	wood charcoal	n/d	-5045	-4710	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -49 a -78	Beta-149000	6080	80	wood charcoal	n/d	-5213	-4797	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -65 a -79	Beta-149001	6140	90	wood charcoal	n/d	-5306	-4843	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -111 a -120	Beta-149004	6150	70	wood charcoal	n/d	-5300	-4856	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Z1 -118 a -120	Beta-149005	6070	80	wood charcoal	n/d	-5211	-4794	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -119	Beta-149006	6250	80	wood charcoal	n/d	-5462	-4997	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -120 a -130	Beta-149007	6130	60	wood charcoal	n/d	-5217	-4852	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Cova Fosca	Spain	EN	Zi -135	Beta-149009	6390	40	wood charcoal	n/d	-5474	-5229	-0.13224	40.45999	Gonzalez-Samperiz et al. 2008	https://doi.org/10.1016/j.yqres.2008.10.006
Catignano	Italy	EN	Structure 501, Q: AG12, cut 1	Beta-149259	6350	70	wood charcoal	n/d	-5477	-5130	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Catignano	Italy	EN	Structure 501, Q: 12, cut 2	Beta-149260	6330	40	wood charcoal	n/d	-5461	-5214	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Gava	Spain	MN	mine n° 83	Beta-155686	5220	110	wood charcoal	n/d	-4329	-3789	1.999878	41.310303	Borrell et al. 2015	https://doi.org/10.15184/aqy.2014.30
Catignano	Italy	EN	Structure 3, cut 5	Beta-158321	6240	40	wood charcoal	n/d	-5309	-5061	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Tomba de Segudet	Andorre	MN	n/a	Beta-160374	5350	40	human bone	Homo sapiens	-4327	-4051	1.538056	42.557222	Remolins et al. 2016	https://doi.org/10.1016/j.crpv.2015.11.005
Abrigo de Los Husos I	Spain	EN	XV	Beta-161179	5630	60	wood charcoal	n/d	-4603	-4348	-2.5496	42.6034	Polo & Fernandez 2010	https://doi.org/10.1016/j.quaint.2009.10.022
Abrigo de Los Husos I	Spain	EN	XV	Beta-161180	6130	60	wood charcoal	n/d	-5217	-4852	-2.5496	42.6034	Polo & Fernandez 2010	https://doi.org/10.1016/j.quaint.2009.10.022
Abrigo de Los Husos I	Spain	EN	XV	Beta-161181	5810	60	wood charcoal	n/d	-4797	-4502	-2.5496	42.6034	Polo & Fernandez 2010	https://doi.org/10.1016/j.quaint.2009.10.022
Abrigo de Los Husos I	Spain	EN	XVI	Beta-161182	6240	60	wood charcoal	n/d	-5326	-5015	-2.5496	42.6034	Polo & Fernandez 2010	https://doi.org/10.1016/j.quaint.2009.10.022
Abrigo de Los Husos II	Spain	MN	Layer V	Beta-161184	5300	40	n/a	n/a	-4309	-3992	-2.5516	42.6024	Alday et al. 2018	https://doi.org/10.1016/j.quascirev.2017.11.006
Abrigo de Los Husos II	Spain	MN	Layer V	Beta-161185	5430	60	n/a	n/a	-4440	-4054	-2.5516	42.6024	Alday et al. 2018	https://doi.org/10.1016/j.quascirev.2017.11.006
Defensola	Italy	EN	Defensola A	Beta-161933	6650	50	n/a	n/a	-5642	-5480	16.155946	41.897824	Muntoni & Tarantini 2011	Muntoni11
Mas Is	Spain	EN	House 2	Beta-162092	6600	50	plant seed	Hordeum sp.	-5622	-5478	-0.582689	38.760273	Molina et al. 2011	Molina11
Mas Is	Spain	EN	Pit 4	Beta-162093	6160	40	wood charcoal	Quercus sp.	-5216	-4994	-0.582689	38.760273	Molina et al. 2011	Molina11
Favella della Corte	Italy	EN	Pit Z (US 3 and 4)	Beta-165482	6910	60	wood charcoal	n/d	-5973	-5669	16.437459	39.684086	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Cova en Pardo	Spain	EN	V	Beta-166164	5700	50	wood charcoal	n/d	-4689	-4403	-0.297931	38.814485	Soler et al. 2012	Soler12
Cova de Sant Marti	Spain	EN	n/a	Beta-166467	5740	40	human bone	Homo sapiens	-4700	-4461	-0.633467	38.440536	Torregrosa & Jover 2016	Torregrosa16
Mas Is	Spain	EN	UE 80205	Beta-16672	6600	50	plant seed	Hordeum sp.	-5622	-5478	-0.582689	38.760273	Molina et al. 2011	Molina11
Mas Is	Spain	EN	House 1	Beta-166727	6600	50	plant seed	Hordeum sp.	-5622	-5478	-0.582689	38.760273	Molina et al. 2011	Molina11
Mas Is	Spain	EN	House 3	Beta-166728	6400	40	wood charcoal	Quercus sp.	-5475	-5235	-0.582689	38.760273	Molina et al. 2011	Molina11
Catignano	Italy	EN	n/a	Beta-167164	6130	40	wood charcoal	n/d	-5210	-4952	13.943843	42.34267	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Cova Foradada Xabia	Spain	LM	UE II	Beta-167654	7770	50	human bone	Homo sapiens	-6687	-6475	0.137559	38.784526	Casabo 2014	Casabo14
Su Coloru	Italy	EN	US F, cut 1	Beta-167929	6400	70	wood charcoal	n/d	-5480	-5217	8.712183	40.661832	Luglie 2018	https://doi.org/10.1016/j.quaint.2017.12.032
Su Coloru	Italy	EN	Layer H	Beta-167930	6680	160	wood charcoal	n/d	-5964	-5320	8.712183	40.661832	Luglie 2018	https://doi.org/10.1016/j.quaint.2017.12.032
Su Coloru	Italy	EN	US I, cut 1	Beta-167931	6830	80	wood charcoal	n/d	-5895	-5566	8.712183	40.661832	Luglie 2018	https://doi.org/10.1016/j.quaint.2017.12.032
Su Coloru	Italy	LM	Layer L-L30	Beta-167932	7400	40	wood charcoal	n/d	-6395	-6090	8.712183	40.661832	Luglie 2018	https://doi.org/10.1016/j.quaint.2017.12.032
Penitenzeria	Italy	EN	148.5 cm (base of Stratum IV)	Beta-169498	6340	40	wood charcoal	n/d	-5466	-5215	15.9178	37.9392	Robb 2000	Robb20
Penitenzeria	Italy	EN	113 cm (Stratum IV, near top)	Beta-169499	6190	40	wood charcoal	n/d	-5294	-5011	15.9178	37.9392	Robb 2000	Robb20
Bazzarola	Italy	EN	US 140-3	Beta-170020	6310	50	wood charcoal	n/d	-5468	-5082	10.607877	44.690892	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Bazzarola	Italy	EN	US 140-3	Beta-170023	6360	90	wood charcoal	n/d	-5481	-5066	10.607877	44.690892	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Bazzarola	Italy	EN	US 140-5	Beta-170024	6280	50	wood charcoal	n/d	-5364	-5071	10.607877	44.690892	Mazzucco et al. 2020	https://doi.org/10.1371/journal.pone.0232455.s002
Grotta delle Arene Candide	Italy	EN	n/a	Beta-170555	6700	40	wood charcoal	Euphorbia sp.	-5713	-5536	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Grotta delle Arene Candide	Italy	EN	Phase AC1, US10A	Beta-170557	6870	40	plant seed	Triticum monococcum	-5842	-5665	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Grotta delle Arene Candide	Italy	EN	n/a	Beta-170558	6860	40	plant seed	Cornus sp.	-5839	-5661	8.32828	44.162304	Binder et al. 2017	https://doi.org/10.4312/dp.44.4
Cingle del Mas Nou	Spain	LM	3	Beta-170713	6760	40	human bone	Homo sapiens	-5727	-5573	-0.1319	40.4565	Juan Cabanilles & Marti-Oliver 2011	https://doi.org/10.1387/veleia.2033
Cingle del Mas Nou	Spain	LM	3	Beta-170714	7010	40	human bone	Homo sapiens	-5988	-5788	-0.1319	40.4565	Juan Cabanilles & Marti-Oliver 2011	https://doi.org/10.1387/veleia.2033
Cingle del Mas Nou	Spain	LM	3	Beta-170715	6920	40	human bone	Homo sapiens	-5894	-5721	-0.1319	40.4565	Juan Cabanilles & Marti-Oliver 2011	https://doi.org/10.1387/veleia.2033
Mas Is	Spain	EN	Pit 5	Beta-171906	6400	40	wood charcoal	Quercus sp.	-5475	-5235	-0.582689	38.760273	Molina et al. 2011	Molina11
Mas Is	Spain	MN	Phase V	Beta-171907	5550	40	plant seed	Hordeum sp.	-4483	-4335	-0.582689	38.760273	Cortes-Sanchez et al. 2012	https://doi.org/10.1016/j.yqres.2011.12.003
Mas Is	Spain	MN	Phase V	Beta-171908	5590	40	plant seed	Triticum aestivum durum turgidum	-4498	-4347	-0.582689	38.760273	Cortes-Sanchez et al. 2012	https://doi.org/10.1016/j.yqres.2011.12.003
Abric de la Falguera	Spain	LM	Phase VII, UE3201, intermedium fireplace	Beta-171910	7280	40	wood charcoal	Pinus sp.	-6229	-6065	-0.5881	38.6662	Marchand & Perrin 2017	https://doi.org/10.1016/j.quaint.2015.07.059
Balma Serrat del Pont	Spain	EN	III.4	Beta-172521	6470	40	animal bone	Sus scrofa	-5513	-5331	2.605034	42.247472	Alcalde & Sana 2017	AlcaldeSana17
Cueva del Toro	Spain	EN	Phase V	Beta-174305	6540	110	wood charcoal	n/d	-5666	-5228	-4.538341	36.952892	Carrasco & Martinez 2014	Carrasco14
Cueva del Toro	Spain	EN	Phase IV	Beta-174308	6160	40	wood charcoal	n/d	-5216	-4994	-4.538341	36.952892	Carrasco & Martinez 2014	Carrasco14
Cova de Can Sadurni	Spain	MN	US 14	Beta-179900	5980	40	wood charcoal	n/d	-4991	-4731	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Cala Giovanna-Pianosa	Italy	EN	Fill of the Combustion Structure North of the main excavation	Beta-181546	6090	40	wood charcoal	n/d	-5208	-4849	10.0938	42.589643	Mazzucco et al. 2020	10.1371/journal.pone.0232455.s002
Cueva de Pico Ramos	Spain	UN	Layer 4	Beta-181689	5370	40	plant seed	Hordeum sp.	-4333	-4054	3.119289	43.335288	Zapata et al. 2007	Zapata07
Penitenzeria	Italy	EN	170 cm (just above base of Stratum IV)	Beta-181784	6410	40	wood charcoal	n/d	-5475	-5314	15.9178	37.9392	Robb 2000	Robb20
Penitenzeria	Italy	EN	187.5 cm (base of Stratum IV)	Beta-181785	6340	40	wood charcoal	n/d	-5466	-5215	15.9178	37.9392	Robb 2000	Robb20
Pza. Vila Madrid	Spain	EN	Pit n/a	Beta-18271	6440	40	human bone	Homo sapiens	-5477	-5331	2.172524	41.384281	Oms et al. 2018	https://doi.org/10.1016/j.quaint.2017.06.003
Cova en Pardo	Spain	EN	V	Beta-186170	6030	40	organic	n/d	-5036	-4799	-0.297931	38.814485	Soler et al. 2012	Soler12
Can Roqueta II	Spain	MN	CRII-173 II	Beta-189076	6400	50	animal bone	Ovis aries	-5476	-5227	2.135738	41.537566	Oms et al. 2017	https://doi.org/10.21630/maa.2017.68.01
Cueva de Pico Ramos	Spain	UM	Layer 4	Beta-191083	6840	75	animal bone	Cervus elaphus	-5891	-5573	3.119289	43.335288	Zapata et al. 2007	Zapata07
Cueva de Nerja	Spain	EN	Sala Torca, Perfil Sur 2004	Beta-193268	6000	40	wood charcoal	n/d	-4997	-4791	-3.844529	36.762871	Pardo et al. 2008	Pardo08
Cueva de Nerja	Spain	EN	Sala Torca, Perfil Sur 2004	Beta-193269	6180	40	wood charcoal	n/d	-5286	-5003	-3.844529	36.762871	Pardo et al. 2008	Pardo08
Cueva de Nerja	Spain	LM	Layer 4c	Beta-193271	7620	40	wood charcoal	n/d	-6571	-6412	-3.844529	36.762871	Garcia Borja et al. 2018	GarciaBorja18
Cueva de Pico Ramos	Spain	UM	Layer 4	Beta-193569	6040	90	shell	Ostreidae sp.	-5210	-4726	3.119289	43.335288	Zapata et al. 2007	Zapata07
Cova de Can Sadurni	Spain	MN	US 10-10b	Beta-197134	5290	40	human bone	Homo sapiens	-4243	-3991	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Cova en Pardo	Spain	EN	n/a	Beta-208464	5660	40	animal bone	n/d	-4603	-4366	-0.297931	38.814485	Soler et al. 2012	Soler12
Abrigo de Los Husos II	Spain	MN	Layer V	Beta-208850	5280	40	n/a	n/a	-4240	-3987	-2.5516	42.6024	Alday et al. 2018	https://doi.org/10.1016/j.quascirev.2017.11.006
Abrigo de Los Husos II	Spain	MN	Layer V	Beta-208851	5490	40	n/a	n/a	-4445	-4253	-2.5516	42.6024	Alday et al. 2018	https://doi.org/10.1016/j.quascirev.2017.11.006
Abrigo de Los Husos II	Spain	EN	Layer VI	Beta-208852	5300	40	n/a	n/a	-4309	-3992	-2.5516	42.6024	Alday et al. 2018	https://doi.org/10.1016/j.quascirev.2017.11.006
Abrigo de Los Husos II	Spain	EN	VI	Beta-208853	5520	40	wood charcoal	n/d	-4450	-4267	-2.5516	42.6024	Polo & Fernandez 2010	https://doi.org/10.1016/j.quaint.2009.10.022
Cova de Can Sadurni	Spain	MN	US 10-10b	Beta-210652	5340	40	human bone	Homo sapiens	-4324	-4049	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Cova de Can Sadurni	Spain	MN	US 11b	Beta-210653	5790	40	animal bone	n/d	-4777	-4538	1.912258	41.345381	Antolin et al. 2017	https://doi.org/10.5451/unibas-ep57835
Font del Ros	Spain	EN	Beta-210733	Beta-210733	7800	50	wood charcoal	n/d	-6771	-6476	1.845261	42.09765	Pallares et al. 1997	https://doi.org/10.3989/tp.1997.v54.i1.382
Crvena Stijena	Montenegro	LM	Quad. E97	Beta-211503	7630	40	wood charcoal	n/d	-6571	-6420	18.48468	42.755638	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Crvena Stijena	Montenegro	LM	Quad. E-F97	Beta-211504	7650	40	wood charcoal	n/d	-6589	-6432	18.48468	42.755638	Boric et al. 2019	https://doi.org/10.1017/eaa.2019.14
Balma Serrat del Pont	Spain	LM	IV.2	Beta-212541	7770	50	wood charcoal	n/d	-6687	-6475	2.605034	42.247472	Alcalde & Sana 2017	AlcaldeSana17
